category,title,coverageDynasty,displayMaterials,displayMeasurements,subject,description,formatImage,creatorAuthor,sourceLocation
绘画,徐扬京师生春诗意图轴,清,绢,纵256cm，横233.5cm。,山水,本幅自题：“乾隆三十二年冬，御制生春诗二十首，命小臣徐扬汇绘全图，庄诵之下，仰见我皇上敬天顺时，尊亲赐福，孕含万有，纲举百端，自朝廷以及闾閤上下，神情体察，咸周兴会所至，拈毫立就，无非太和洋溢，盛德充周，抒性灵而彰至治诚，与乾坤合撰万物同春矣。臣资质愚钝，未能图写万一，幸蒙指示详明，敬谨揣摹，四阅月而始成。礼明乐备，昭盛世之文章，雪霁云蒸，羡阳春之祥瑞。祗缘葵小困之笃于向日几忘，管见之限于窥天谨攄愚忱，上呈睿鉴。臣徐扬拜于稽首敬跋。”钤“臣徐扬”、“笔沾春雨”印二方。徐扬是清代宫廷中受西洋绘画影响的画家之一，但中国宫廷画家们对西洋画法的学习并不是简单的复制与机械的翻版，而是以中国传统楼阁画为根基。一方面，他们的作品受到传统审美观的限制，西洋绘画中的一些效果在一定程度上有所淡化，另一方面，在具体的艺术实践中，焦点透视技法虽然更适合表现建筑的个体，但在表现建筑群落与大山大水相结合的全景上很难起到中国审美观所能接受的艺术效果，因此，中国画家在运用焦点透视和散点透视法描绘建筑时显得比较灵活。此幅采用鸟瞰式构图，将中国传统散点透视画法与欧洲焦点透视画法相结合，描绘了京师的全貌。画家从正阳门大街画起，紫禁城、景山、西苑、琼岛，乃至天坛祈年殿，莫不一一收入画幅之中，数百年前的北京城如现眼前，给后人留下了宝贵的形象资料。从这幅作品中，我们看到了中国宫廷画家在借鉴西法过程中的艺术再创造。可以说，中国宫廷画家们对西洋画法的学习是主动而灵活的，并有所取舍。他们笔下的“海西”画法是一种意化了的中国式的“海西”画法，是西方焦点透视与东方散点透视的有机结合。,https://img.dpm.org.cn/Uploads/Picture/2019/02/19/s5c6b6b76ce78c.jpg,徐扬,故宫博物院
绘画,徐扬玉带桥诗意图卷,清,纸,纵15.4cm，横124cm。,山水,卷首以玉带桥为开端，长堤卧波，水光潋滟，碧树依依，舟楫往来，游客怡然。堤岸一端长松落碧，浓荫遮日，其间隐隐露出殿宇一角。远处青峰隐约可辨，云气氤氲，幽雅静谧。引首有乾隆帝御题四字“印合湖堤”，钤“乾隆御笔”白文方印。本幅款署“臣徐扬恭写”，钤“臣”朱文方印，“扬”白文方印。本幅还有当时的大臣汪由敦书写的乾隆帝御制玉带桥诗一首，钤“臣由敦”白文方印，“恭书”白文方印。另钤清代内府鉴藏印八方：本幅与前隔水骑缝处钤“石渠宝笈”朱文方印、“石渠定鉴”朱文方印、“宝笈重编”白文方印，本幅上钤“乾隆御览之宝”朱文椭圆印、“嘉庆御览之宝”朱文椭圆印、“乾隆鑑赏”白文圆印，本幅与后隔水骑缝处钤“三希堂精鉴玺”朱文长方印、“宜子孙”白文方印。画面景物并非对乾隆时期清漪园的如实描绘，而是依据御制玉带桥诗诗意绘制的，诗文云：“垂之则有卧波中，衔绶维鱼幻岂虹。歌咏湖山此生惯，威仪青紫若人工。光通潋滟原规月，势委飘萧不碍风。本是印工留下物，而今还复属苏公。”全图笔法松秀，超然出尘，布局疏密得当，赋色清雅怡人，别具韵致，有元人遗风。尽管描绘的本应是富丽堂皇、雍容华贵的皇家苑囿，徐扬却用简淡的笔调表现出近乎田园风情的景象，既贴切诗意，又显示了文人画家高雅独到的审美品味，洵为其靡费心力之作。玉带桥位于清代皇家园林——颐和园的西堤之上。颐和园坐落在北京西北郊，主要由万寿山和昆明湖组成。早在元、明时期，这里就以优美自然的田园景色而成为游览胜地。乾隆十四年（1749年）冬，乾隆帝为其母祝六十寿辰，将该处湖山按照园林创意进行了大规模的疏浚与治理，将湖面向东北扩展，重筑东堤，并在湖中模仿杭州西湖苏堤新筑了一条贯通南北的西堤，使水面一分为三，名曰昆明湖。同时，将挖湖的泥土按造园布局的需求堆筑成山，名曰万寿山。又经十余年土木之功，终于建成了以湖光山色蜚声于世的大型皇家园林——“清漪园”。咸丰十年（1860年），清漪园被英法联军焚毁。光绪十二年（1886年），慈禧太后挪用海军经费的巨额银两在其废墟上重新修建，并改名为“颐和园”。西堤上有六座桥，称为西堤六桥，从北向南排列为：界湖桥、豳风桥、玉带桥、镜桥、练桥、柳桥。堪称六桥之冠的玉带桥是六桥中唯一的拱圈结构石桥，桥身、桥栏选用青石和汉白玉雕砌，桥高出水面十米有余，拱高而薄，形成流畅挺拔的曲线，桥身青白如玉，宛若一条玉带，幽雅秀美，故而得名。,https://img.dpm.org.cn/Uploads/Picture/2017/04/21/s58f9aa2ed5f76.jpg,徐扬,故宫博物院
绘画,徐扬端阳故事图册,清,绢,纵20.7cm，横18.2cm。,人物,本幅自识：“端阳故事八帧，臣徐扬敬写。”钤“臣”、“扬”朱文印二方。此图册各开分别描绘了端阳节期间的重要民俗活动，集中表现了历代各地的风俗习惯。每开均以隶书题写画名，并以行书对画作加以注释，以便读者进一步理解画面内容。乾隆皇帝作为出身于满族的清王朝统治者，将顺民心、近民俗视为稳定朝政的一条治国的根本之道，他常谕令宫廷画家以写实的绘画技法表现汉族的民俗事象，除谕令徐扬绘本图册之外，还谕令徐扬绘《姑苏繁华图》、《京春诗意图》，以及命宫廷画家周鲲绘《村市生涯图》等等，以便对汉民族的风俗传统有更为形象的认知。第一开名《射粉团》，题：“射粉团，唐宫中造粉团角黍饤盘中，以小弓射之，中者得食。”第二开名《赐枭羹》，题：“汉令郡国贡枭为羹赐官以恶鸟，故食之。”第三开名《採药草》，题：“五日午时蓄採众药治病，最效验。”第四开名《养鸲鹆》，题：“取鸲鹆儿毛羽新成者去舌尖，养之皆善语。”第五开名《悬艾人》，题：“荆楚风俗以艾为人悬门户上，以禳毒气。”第六开名《系采丝》，题：“系采丝，以五色丝系臂，谓之长命缕。”第七开名《裹角黍》，题：“以菰叶裹粘米为角黍取阴阳包裹之义，以赞时也。”第八开名《观競渡》，题：“观競渡，聚众临流称为龙舟胜会。”此图册构图严谨精妙，人物造型秀逸生动，线条遒劲流畅，色彩明丽典雅，显示出作者较强的写实功底和乾隆朝宫廷绘画工整清丽的笔墨特点。图册上钤有乾隆皇帝诸方玺印：“乾隆鉴赏”、“三希堂精鉴玺”、“宜子孙”等。,https://img.dpm.org.cn/Uploads/Picture/dc/50576[1024].jpg,徐扬,故宫博物院
绘画,徐扬端阳故事册之赐枭羹,清,绢,纵20.7cm，横18.2cm。,人物,此为第二开，名《赐枭羹》，题：“汉令郡国贡枭为羹赐官以恶鸟，故食之。”,https://img.dpm.org.cn/Uploads/Picture/dc/50577[1024].jpg,徐扬,故宫博物院
绘画,徐扬乾隆皇帝南巡图卷之返回京师,清,绢,纵68.9cm，横1050cm。,人物,正德十四年（1519年），皇帝朱厚照打算南巡，文武大臣纷纷上疏反对。皇帝大怒，命将兵部郎中黄巩等六人关入狱中，107名朝臣罚跪午门外五日，并施杖刑，致使八位大臣被杖死。这年六月，江西宁王朱寰濠造反。皇帝以亲征之名再次下令南巡。经临清、淮安、扬州，到达南京，南下至次年九月，朱厚照于清浦（今江苏清江市）积水池钓鱼，船翻落水受惊，才匆忙返京。十二月到北京，十六年（1521年）三月死于豹房。,https://img.dpm.org.cn/Uploads/Picture/dc/56085.jpg,徐扬,故宫博物院
绘画,徐扬端阳故事册之采药草,清,绢,纵20.7cm，横18.2cm。,人物,此为第三开，名《採药草》，题：“五日午时蓄採众药治病，最效验。”,https://img.dpm.org.cn/Uploads/Picture/dc/50578[1024].jpg,徐扬,故宫博物院
绘画,徐扬端阳故事册之养鸲鹆,清,绢,纵20.7cm，横18.2cm。,人物,此为第四开，名《养鸲鹆》，题：“取鸲鹆儿毛羽新成者去舌尖，养之皆善语。,/Uploads/Picture/dc/50579[1024].jpg,徐扬,故宫博物院
绘画,徐扬端阳故事册之系彩丝,清,绢,纵20.7cm，横18.2cm。,人物,此为第六开，名《系采丝》，题：“系采丝，以五色丝系臂，谓之长命缕。”,https://img.dpm.org.cn/Uploads/Picture/dc/50581[1024].jpg,徐扬,故宫博物院
绘画,徐扬端阳故事册之裹角黍,清,绢,纵20.7cm，横18.2cm。,人物,此为第七开，名《裹角黍》，题：“以菰叶裹粘米为角黍取阴阳包裹之义，以赞时也。”,https://img.dpm.org.cn/Uploads/Picture/dc/50582[1024].jpg,徐扬,故宫博物院
绘画,前门街市图,清,,全卷长2178厘米、宽72.6厘米,,此图卷由徐扬等人绘于乾隆四十一年(公元1776年)。南巡是清帝进一步联络汉族地主官僚，维系文人学士，了解广大民情，阅兵整顿军伍，巡视黄淮河务，察访工商业生产的重大政治和社会活动。乾隆帝曾六次南巡，当时兴师动众，随同南巡的王公大臣、章京侍卫等官员兵丁多达2500多人。当时规定，必须将皇帝从京师出发、沿途经过的主要地方和活动以反从南方回来的情况，如实地表现出来。因此，这套图卷是类似乾隆出巡“起居注”式的记录。此图首卷展现出乾隆皇帝出京师的宏伟场面。出了正阳门，就是繁华的前门大街，虽然戒备森严，不准百姓通行，但大路两旁商店林立，引人注目的店标幌子仍历历在目。所以这套卷帙浩繁的图卷，又从侧面反映了当时的风土人情、地方风貌，以及经济文化繁荣等景观，是极具历史价值的画卷。,http://old.chnmuseum.cn/Portals/AntiqueImages/t2_201011241709595843.jpg,徐扬等,中国国家博物馆
绘画,仿松雪山水图 扇,明末清初,金笺,18*58cm,山水,,http://file.hbww.org/Thumb300/%E6%96%87%E7%AB%A0%E7%AE%A1%E7%90%86%E7%BC%A9%E7%95%A5%E5%9B%BE/s_20160301083223p5uM47.jpg,徐枋,湖北省博物馆
绘画,徐渭四时花卉图卷,明,纸,纵29.9cm，横108.1cm。,花鸟,画幅引首徐渭自题：“烟云之兴。青藤。”钤“湘管斋”朱文印。鉴藏印钤“尧峰楼”。前隔水鉴藏印钤“少山平生真赏”、“尧峰楼刘氏元农珍藏书画印”、“刘氏稷勋”。本幅自识：“老夫游戏墨淋漓，花草都将杂四时。莫怪画图差两笔，近来天道够差池。天池徐渭。”钤“天池山人”白文印。鉴藏印钤有“元农得意”、“过云山房”、“书画船”、“宜子孙印”、“清净瑜迦馆”、“女加氏”、“樵山书屋”、“辉山马林保赏鉴之章”、“清净”、“元农”、“过云”、“茅氏秘玩”、“鲁氏太保坊家藏”等。作者分别以大写意手法绘牡丹、芍药、葡萄、芭蕉，以兼工带写的手法绘桂花与苍松，以烘托法描绘雪中的竹、石、梅花，技法灵活多样，笔墨酣畅，不拘泥于形，旨在追求神韵。从卷尾自识看，画家是借物抒发胸中的抑郁。此画卷风格简洁洗练，豪爽奔放，显得畅快淋漓。古建筑彩画绘画的一种题材。清代中期之前多画绿叶子花卉，清代晚期画黑叶子花卉。,https://img.dpm.org.cn/Uploads/Picture/2017/04/11/s58ec8ab62ae99.jpg,徐渭,故宫博物院
绘画,徐渭墨花九段图卷,明,纸,纵46.6cm，横625cm。,花鸟,扇页有自题：“己丑仲春周之冕写。”钤“服卿”白文印。“己丑”是明万历十七年（1589年），周之冕时年68岁。图绘玉兰、海棠等折枝花卉。周之冕是位注重写生的画家，曾为了创作亲自喂养禽鸟、种植各种花卉，以便观察鸟儿的饮啄飞止体态和花儿的成长过程，因此，画史上称他与同时代的花鸟画家陈道复的画是妙而不真，陆治的是真而不妙，只有周之冕的画是既真且妙。从此图中可见，周氏通过工细而不呆板的线条勾勒，艳丽而不浓腻的敷色，将花儿描绘得栩栩如生、光彩奕奕，在写实的基础上又不失清逸雅秀之趣。,https://img.dpm.org.cn/Uploads/Picture/2017/04/11/s58ec8a9b01ff4.jpg,徐渭,故宫博物院
绘画,徐渭山水图扇页,明,金笺,纵15.8cm，横47.4cm。,山水,扇页有自题：“横江独钓为钱伯兰作，渭。”钤印模糊不辨。此图近景绘山石坡陀，其上植杂木数株，有的叶已凋零，表明时值寒秋。中景是空荡荡的水域，一人头戴斗笠，驾舟独钓的情形，其孤独的身影，又为画作增添了几分荒寒之意。远景是低缓的山峦，毫无挺拔之势。徐渭才华横溢，但是，他生活在明王朝走向衰败，严嵩等奸臣当道，朋党之争异常激烈的时期，其才情难以施展，他曾在《墨葡萄》（故宫博物院藏）自题：“半生落魄已成翁，独立书斋啸晚风，笔底明珠无处卖，闲抛闲掷野藤中。”比喻自己像野葡萄一样被抛在野藤里，无人问津。此图表现出的寒意、孤独正是其人生失意，抱负难酬的写照。全图用笔简练灵活，施墨华润蕴藉，造型不求形似唯求表达内心不平之气，属于徐渭典型的山水画风貌。严嵩(1480—1565年)，江西分宜人，字惟中，又字介溪。弘治进士，初授编修。曾因病退居家中读书10年，善文辞。还朝进侍讲，国子监祭酒。嘉靖初，累进南京礼部尚书。因善迎帝信道教之意，加太子太保。嘉靖二十一年(1542年)拜武英殿大学士，入阁。不久帝因“壬寅宫变”避居西苑，严嵩侍值西苑板房，未尝休沐，帝以其勤，又善写斋醮之奇词，加太子太傅，曾两度任首辅，兼吏部尚书。子严世蕃为“尚宝少卿，横行公卿间”，后进至太常卿，益骄纵。父子贪污纳贿，排除异已。严嵩媚上窃权，甚至设法激怒皇帝，杀害正直功臣。后积恶甚多，帝有所觉，经御史邹应龙以确凿之罪证劾严氏父子，最后严世蕃被杀，严嵩被革职、抄家，老病而死。《明史》严嵩入《奸臣传》。,https://img.dpm.org.cn/Uploads/Picture/dc/64633[1024].jpg,徐渭,故宫博物院
绘画,徐璋石星源像卷,清乾隆,纸,纵42cm，横58.5cm。,人物,本幅无款识，据卷后李世倬题语知此图为徐璋所作。图绘一老者坐于湖边大树下，左手踞地，右手自然置于膝上，身旁树根处置琴一张，丛树环生，老树枯枝间生出些许嫩枝，为画面增添了一点新绿。卷后有沈德潜、李锴、李世倬、介庵等题跋5则。题跋中以介庵所题最为重要，为研究此图的创作时间提供了重要信息。介庵题为一首集句诗，末识：“乙亥夏四月为石星源老友六旬大寿，介庵福集句。”此处明确了此图创作于“乙亥”年夏四月，即清乾隆二十年（1755年），系为石星源60岁生日而作。图中人物置身于湖光山色间，环境自然清雅，又有古琴一张，恰当地表现出人物的品格特征。人物面部刻画精细，衣纹用笔简练，颇具表现力。树木山水之画法亦极精到，体现出作者多方面的艺术才能。石星源（1695－？年），乾隆三十年（1765年）尚在，即清代画家石海，字星源，满州镶白旗人。擅画山水、花卉，笔致清秀，长于临摹古画。与僧介庵最为友善，每作图必请其代为落款。据《读画辑略》载，其“七十余犹能作工细笔墨”。,https://img.dpm.org.cn/Uploads/Picture/2017/03/31/s58de15b12ceda.jpg,徐璋,故宫博物院
绘画,徐璋李锴独树图像卷,清乾隆,纸,纵33.7cm，横56.5cm。,人物,本幅左下角款署：“乾隆十五年春正月廿又一日，松江徐璋写。”钤“瑶”、“圃”联珠印。又右侧树干上题：“独树图。廌青山人李锴自题，时年六十有五。”下钤“眉山”印。卷前有辽宁海城人陈景元书引首，卷后为李锴手书录己作。从题款可知此卷为徐璋所绘李锴肖像。图绘一老者坐于树下，左手踞地，右手扶膝，面部皱纹堆累，一绺白须飘于颌下，一副老态龙钟之相，此即晚年之李锴。图中环境清雅，老人倚树临流，远景空阔，一派悠然闲适的生活情景。李锴晚年隐居盘山，室前有大树一株，其极为喜爱，作有“独树老夫家”之句，这是他以独树自喻，体现了其傲然立世的生活态度。在这幅作品中，画家将主人公与那株独树集中置于画面右侧，而左侧只有一条小溪和无尽的天空，留出了庞大的空间。这种构图对于衬托主人公的隐居生活情景十分恰当。画家重点表现的是人物面部，细腻的笔触，柔和的色彩，多层次的皴染，将一位老人的面部特征表现得淋漓尽致，极为传神。,https://img.dpm.org.cn/Uploads/Picture/2017/04/01/s58defc6cd3916.jpg,徐璋,故宫博物院
绘画,恽向山水扇面,明,纸, 纵16.5、横51厘米,,此扇画泥金，以水墨描绘秋天的自然风光。远山起伏，流云飞动，近处坡石树木丛生。自题：“偶然写意，似延甫兄，香山向”，下钤朱文篆书“恽本初”、“道生”印二方。此幅山水采用传统手法，用笔不多，远景构图，把自然景观浓缩于纸上。是一件较为难得的作品。(韩富林),http://old.chnmuseum.cn/Portals/AntiqueImages/t2_20111011144051664.jpg,恽向,中国国家博物馆
绘画,《菊石图》轴,清,纸,纵69厘米 横32厘米,,此图系公元1677年恽寿平所绘，时年四十四岁。图中湖石玲珑，一本秋菊芬芳吐蕊。湖石以晕染而成，而菊叶则先勾勒叶脉，后于其上再加晕染，此即恽氏之“没骨”技法，最具特色。图右上恽氏自题：“□□金风笔底来，不须篱下问□□。于今白帝全无力，丛菊□从研北开。曾见唐解元【一】菊图，笔趣清逸，深得造化之理。此本戏用其法。正声三兄工写生，自种菊百本，以资画趣。花叶奇态，研索深矣。聊用相证，并博拊手。丁巳建子月，南田草衣寿平。”钤朱文方印“寿平”、白文方印“恽正叔”。,http://old.chnmuseum.cn/Portals/AntiqueImages/t2_201408161740139565.jpg,恽寿平,中国国家博物馆
绘画,恽寿平灵岩山图卷,清,纸,纵20.7cm，横107.2cm。,山水,本幅署款：“毗陵弟子惲格畫並題。”右上方自识：“先香山翁曾爲和尚寫靈岩圖，題其幀首曰:‘此山之趣在背，寺之趣在面，水之趣在天，蓋以側面取勢，令湖光出其上。'惜此圖逸去，無從懸購，今追用此語直寫正峰，自落紅亭以上剪取芙蓉城一片爾，而全形具焉。如須彌山七寶所成，上下四旁，各具一種色，色色不同，所見皆須彌也。呈老和尚鑒之。毗陵弟子畫並題。”又自识：“昔黃子久畫富春山卷，頗自矜貴，攜行簦曆數年而後成。頃來山中鏡清樓上，灑墨立就，曾無停慮，工乃貴遲拙，何取速，筆先之意深愧于古人矣。壽平格又跋。”钤“正叔”。引首清弘储题诗，钤“中吳研山簡石”等印7方。后幅清明昙等6家题跋，钤“西蠡經眼”等印14方。清康熙三年（1664年）二月上浣，31岁的恽寿平随父亲明昙云游苏州，拜访了当地著名的灵岩山禅寺住持弘储，时值弘储60寿诞，恽寿平潜心作此图，其父撰《灵岩山赋》，以示恭贺。恽寿平的山水画作品有许多是根据游历所见而创作的写生之作。这些作品，并非是对自然物象作纯客观的描绘，而是根据自己的创作需要进行主观上的审美取舍、提炼、概括等。此图重点表现的是灵岩山，作者便运用远近、疏密、高低互衬的美学原理，将灵岩山两侧的景致作陪衬性的淡化处理，由此更好地表现主题，烘托出灵岩山的空灵秀色。此幅当属恽寿平写景山水画中形式美与意韵美相得益彰的典型之作。位于江苏苏州之西，今属江苏吴县。此山自宋代始便是僧家参禅礼佛之胜地。山上建有灵岩禅寺、多宝塔、吴王井等古迹。,https://img.dpm.org.cn/Uploads/Picture/dc/1917[1024].jpg,恽寿平,故宫博物院
绘画,恽寿平山水花鸟图册,清,纸,纵27.5cm，横35.2cm。,山水,每图各有恽寿平题识，分别钤“寿平”白朱文印、“正叔”朱文印、“寿平”白文印、“恽正叔”白文印、“寿平印”白文印等。每图各有乾隆皇帝题诗一首。鉴藏印有：“乾隆御赏之宝”、“淳化轩”、“石渠宝笈”、“臣庞元济恭藏”、“虚斋至精之品”等二十余方。本图册第三开、第十开分别署年款“乙卯秋”、“乙卯十月”。“乙卯”为清康熙十四年（1675年），此作应为恽寿平43岁时作品。此山水花卉图册分别描绘鹅群、荷花、山水、古木寒鸦、牡丹、乔柯急涧、夜雨初霁、菊花、兰花蝴蝶花、溪山行旅等。全册为作者临仿宋、元、明诸家。山水以宗董源、巨然、米芾、赵孟頫诸家为主，秀骨清幽，富有文人书卷之气。花鸟以宗徐崇嗣、赵昌、沈周诸家为主，重视写生，力求形似，如第五开的牡丹，技法灵活，宗法徐崇嗣的没骨法，同时又强调“与花传神”，力去华靡，追求“澹雅”，不刻意求工，唯求自然天趣，揭示出恽寿平一向所追求的平淡超逸的审美意趣。,https://img.dpm.org.cn/Uploads/Picture/dc/50189.jpg,恽寿平,故宫博物院
绘画,恽寿平罂粟花图扇页,清,纸,纵16.2cm，横50.5cm。,花鸟,扇页有自题：“苕华阁戏作。南田客寿平。”钤“叔子”朱文印、“南田草衣”白文印。此图以恽寿平出古入新所创立的“没骨”法描绘盛开的罂粟花。花瓣、叶不用墨笔勾勒轮廓线，而全以色彩点染而成，颇具摇曳多姿的娇娆之美，达到了他所追求的色、光、态、韵俱佳的艺术境界。恽氏的这种注重形似，但又不以形似为满足的没骨写生法，不仅博得清皇室的喜爱，成为清代院体花鸟的正宗，同时也赢得了市民阶层的喜好。不过，以卖画为生的他，生前其画作并没有受到市场的追捧，58岁病故时，因家贫无力治丧，是王翚为他料理的殡事。罂粟，又名御米。它的果实呈球形或椭圆形；里边的种子如米，小而多。它与石榴一样被人们喻为多子多福的象征。,https://img.dpm.org.cn/Uploads/Picture/dc/59655[1024].jpg,恽寿平,故宫博物院
绘画,恽寿平剑门图扇页,清,纸,纵17cm，横52.9cm。,山水,扇页有自题：“庚戌夏六月同虞山王子石谷、陆子翰如，从西城携筇循山行三四里憩吾国，乘兴遂登剑门。剑门，虞山最胜处也。未至拂水半岭，忽起大石壁，盘空而上，如积甲阵云腾地出，亦如扶摇之翼下垂也。石壁连延中陡削势下，绝若剑截状，辟一牖若可通他境地者，因号为剑门云。余因石谷命画剑门，且属作记，戏题游时所见，约略如此。”钤“寿”朱文圆印、“正叔”白文方印。“庚戌”是清康熙九年（1670年），恽寿平时年38岁。由自题而知，此图是恽寿平与同擅绘事的好友王石谷、陆翰如同游虞山剑门，被剑门陡峭险峻的山势所震憾，恽寿平受王石谷之托以绘画的形式记下了此行，因此这是一幅最真实地反映虞山剑门风貌的写景图，也是恽寿平早年交友与交游的纪实图，对研究恽寿平的社交活动具有重要的意义。此图画幅不大，作者为了展示剑门石壁“盘空而上”的气势，没有从山脚下画起，而是仅绘了石壁的一部分，省略的山顶和山脚给人更多的向上伸展和向下探底的想象空间。同时，作者运用比对的艺术手法，将他与友人在山崖处游览的举止亦画在图中，借此衬托出山体的高耸峭拨。图中山石连皴带染，设色明媚淡雅，笔法松秀，显现出恽寿平山水画灵秀清逸的特点。,https://img.dpm.org.cn/Uploads/Picture/dc/60314[1024].jpg,恽寿平,故宫博物院
绘画,恽寿平香林紫雪图扇页,清,纸,纵17.7cm，横53cm。,花鸟,扇页有自题：“香林紫雪，云溪寿平。”吟首钤“吹万”朱文印、“园客”白文印。又自题：“春暮东皋园池，赏藤花天半，紫云飘漾，好风吹香，落英缤纷，真奇观也。戏写一枝，以为娱乐。”钤“寿平”白文印。此图与现藏南京博物院的紫藤画扇（年款“壬戌”，恽寿平时年50岁）同名，并且画风、书风相近，由此推断无创作年款的此画也应是恽氏晚年之作。这是一幅对景写生图，作者通过绘紫藤飘扬的形态，暗示出无形的风和“好风吹香”的诗意。全图明净的色彩，娴熟的运笔，均显现出作者敏锐的观察力和精于细节表现的绘画本领。,https://img.dpm.org.cn/Uploads/Picture/dc/60331[1024].jpg,恽寿平,故宫博物院
绘画,恽怀英天中景映图扇页,清,纸,纵17.8cm，横52.5cm。,花鸟,扇页有自题：“天中景映图。法南田笔意。甲辰五日午时喜写。兰陵女史芝仙。”钤“芝仙书画”朱文印。图绘牡丹、枇杷等各色花果，它们以五彩染就，不见笔痕，色调巧妙搭配，浓淡变化自然，脱去尘俗，于妍丽中见秀雅，粉墨中露清姿，颇得恽寿平花鸟画灵秀天趣之美，呈现出一派喜庆祥和的景象，与作者自题“喜写”的意愿相契合。中国古代女官名。周礼天官、春管所属都有女史，或掌王后礼仪，或管文书，后世也用为妇女的美称。,https://img.dpm.org.cn/Uploads/Picture/dc/60305[1024].jpg,恽怀英,故宫博物院
绘画,恽珠海棠蛱蝶图扇页,清,纸,纵16cm，横49.2cm。,花鸟,扇页有自题：“蓉湖女史恽珠写。”钤“星”、“联”白文连珠印。此幅为花蝶小品画，以对角式构图绘制浪漫的田野风光。图中花蝶点染生动，画面简洁精致，设色鲜活明丽，具有恽南田的写生风貌。落叶小乔木，叶子呈椭圆形，花白色或淡粉红色。果实亦称海棠，球形，味酸甜。中国古代女官名。周礼天官、春管所属都有女史，或掌王后礼仪，或管文书，后世也用为妇女的美称。,https://img.dpm.org.cn/Uploads/Picture/dc/60306[1024].jpg,恽珠,故宫博物院
绘画,松下观画图 轴,明,绢,185.3*103.6cm,山水,,http://file.hbww.org/Thumb300/文章管理缩略图/s_2016030107290467bL9M.jpg,戴进,湖北省博物馆
绘画,戴进归田祝寿图卷,明,绢,纵40cm，横50.3cm。,山水,本幅无款署。钤“钱塘戴氏”、“文进”印。画幅引首刘素题：“寿奉训大夫兵部员外郎端木孝思先生诗叙”，由此得知此图是为明初书法家端木智祝寿所画。诗叙款署“丁亥”，为明永乐五年（1407年），端木智时值60岁。后纸有曾棨、许翰等诸人题诗。画面中一所宽敞的厅堂坐落于苍松翠竹之间，主人居中而坐，祝寿者纷纷而至。院落之后有高岭飞瀑，远山隐现。画中景物集中于一侧，明显延续南宋“马、夏”一角半边式的构图。笔墨写意，皴笔简短劲健。人物勾画简括，略具形态而已。作此图时戴进年仅20岁，这是其已知创作年代的作品中最早的一件，对于了解戴进早年的经历、交际及其早期的绘画风格颇有意义。刘素（生卒年不详），字太初，金陵（今江苏南京）人。明永乐中以正书选入翰林供奉。官名。春秋战国时期由诸侯分封的贵族为大夫，享有封地，并掌管封地内的行政。端木智（生卒年不详），字孝思，溧水人。与兄孝文皆以儒士起家，官翰林，参与修明太祖实录。草书步骤不凡，入于妙品。任礼部员外郎，先后使朝鲜。曾棨（1372-1432年），字子棨，永丰人。永乐二年（1404年）殿试第一，进学文渊阁，历侍讲、读学、右春坊大学士。才思奔放，文如泉涌，奏对应制，为帝褒赏。馆阁中自解（缙）、胡（俨）后，诸大制作多出其手。宣德初，进詹事府少詹事，日值文渊阁，卒于位。著有《西墅集》。,https://img.dpm.org.cn/Uploads/tupianyingxiang/null-新00100459-戴进归田祝寿图卷-全卷_2017414212230.jpg,戴进,故宫博物院
绘画,戴进海水旭日卷,明,绢,纵24cm，横156cm。,山水,本幅无款署。钤“文进”印。图绘海上日出的景象，茫茫海水一望无涯，一轮旭日在天边冉冉升起，云蒸霞蔚。整幅画面虽景物简洁，却具气象万千的气势。戴进的籍贯为浙江钱塘，濒临东海，他对海边的景色有真切的感受。此图带有写生的意味，并不强调笔墨的特色。,https://img.dpm.org.cn/Uploads/Picture/2017/03/31/s58de0efca9cf0.jpg,戴进,故宫博物院
